,P1xpos,P1zpos
0,42.607070000000014,-22.93903999999999
1,42.607070000000014,-22.93903999999999
2,42.607070000000014,-22.93903999999999
3,42.607070000000014,-22.93903999999999
4,42.607070000000014,-22.93903999999999
5,42.607070000000014,-22.93903999999999
6,42.607070000000014,-22.93903999999999
7,42.607070000000014,-22.93903999999999
8,42.607070000000014,-22.93903999999999
9,42.607070000000014,-22.93903999999999
10,42.607070000000014,-22.93903999999999
11,42.607070000000014,-22.93903999999999
12,42.607070000000014,-22.93903999999999
13,42.607070000000014,-22.93903999999999
14,42.607070000000014,-22.93903999999999
15,42.607070000000014,-22.93903999999999
16,42.607070000000014,-22.93903999999999
17,42.607070000000014,-22.93903999999999
18,42.607070000000014,-22.93903999999999
19,42.607070000000014,-22.93903999999999
20,42.607070000000014,-22.93903999999999
21,42.607070000000014,-22.93903999999999
22,42.607070000000014,-22.93903999999999
23,42.607070000000014,-22.93903999999999
24,42.607070000000014,-22.93903999999999
25,42.60713457029038,-22.939987553338657
26,42.60736944644466,-22.942799187918784
27,42.60774691119113,-22.946229350435033
28,42.60833233223323,-22.950249308680856
29,42.60902148348169,-22.954296732589913
30,42.60967785416043,-22.95768417666766
31,42.61037173671535,-22.96106109152581
32,42.61111977489417,-22.964585922800605
33,42.612071699669976,-22.969046970572048
34,42.612784983498365,-22.972421891397463
35,42.61348013713873,-22.975798589692292
36,42.61437921204622,-22.980135862586252
37,42.61518699790813,-22.98379961450311
38,42.616028559230934,-22.987146569698627
39,42.61724482148216,-22.991034777477736
40,42.6186757362403,-22.99486318515184
41,42.62006149631631,-22.99802061664499
42,42.62153315456547,-23.001141263876377
43,42.62315378125314,-23.004373897931448
44,42.625271429684645,-23.008390732948286
45,42.626929691344145,-23.011413372712266
46,42.62808276402641,-23.01348504733806
47,42.62825083333335,-23.013786666666658
48,42.62825083333335,-23.013786666666658
49,42.62825083333335,-23.013786666666658
50,42.62825083333335,-23.013786666666658
51,42.62825083333335,-23.013786666666658
52,42.62825083333335,-23.013786666666658
53,42.62825083333335,-23.013786666666658
54,42.62825083333335,-23.013786666666658
55,42.62825083333335,-23.013786666666658
56,42.62825083333335,-23.013786666666658
57,42.62825083333335,-23.013786666666658
58,42.62825083333335,-23.013786666666658
59,42.62825083333335,-23.013786666666658
60,42.62825083333335,-23.013786666666658
61,42.62825083333335,-23.013786666666658
62,42.62825083333335,-23.013786666666658
63,42.62825083333335,-23.013786666666658
64,42.62825083333335,-23.013786666666658
65,42.62825083333335,-23.013786666666658
66,42.62825083333335,-23.013786666666658
67,42.62825083333335,-23.013786666666658
68,42.62825083333335,-23.013786666666658
69,42.62825083333335,-23.013786666666658
70,42.62825083333335,-23.013786666666658
71,42.62825083333335,-23.013786666666658
72,42.62825083333335,-23.013786666666658
73,42.62825083333335,-23.013786666666658
74,42.62825083333335,-23.013786666666658
75,42.62825083333335,-23.013786666666658
76,42.62825083333335,-23.013786666666658
77,42.62825083333335,-23.013786666666658
78,42.62825083333335,-23.013786666666658
79,42.62825083333335,-23.013786666666658
80,42.62825083333335,-23.013786666666658
81,42.62825083333335,-23.013786666666658
82,42.62825083333335,-23.013786666666658
83,42.62825083333335,-23.013786666666658
84,42.62825083333335,-23.013786666666658
85,42.62825083333335,-23.013786666666658
86,42.62825083333335,-23.013786666666658
87,42.62825083333335,-23.013786666666658
88,42.62825083333335,-23.013786666666658
89,42.62825083333335,-23.013786666666658
90,42.62825083333335,-23.013786666666658
91,42.62825083333335,-23.013786666666658
92,42.62825083333335,-23.013786666666658
93,42.62825083333335,-23.013786666666658
94,42.62825083333335,-23.013786666666658
95,42.62825083333335,-23.013786666666658
96,42.62825083333335,-23.013786666666658
97,42.62825083333335,-23.013786666666658
98,42.62825083333335,-23.013786666666658
99,42.62825083333335,-23.013786666666658
100,42.62825083333335,-23.013786666666658
101,42.62825083333335,-23.013786666666658
102,42.62825083333335,-23.013786666666658
103,42.62825083333335,-23.013786666666658
104,42.62825083333335,-23.013786666666658
105,42.62825083333335,-23.013786666666658
106,42.62825083333335,-23.013786666666658
107,42.62825083333335,-23.013786666666658
108,42.62825083333335,-23.013786666666658
109,42.62825083333335,-23.013786666666658
110,42.62825083333335,-23.013786666666658
111,42.62825083333335,-23.013786666666658
112,42.62825083333335,-23.013786666666658
113,42.62825083333335,-23.013786666666658
114,42.62825083333335,-23.013786666666658
115,42.62825083333335,-23.013786666666658
116,42.62825083333335,-23.013786666666658
117,42.62825083333335,-23.013786666666658
118,42.62825083333335,-23.013786666666658
119,42.62825083333335,-23.013786666666658
120,42.62825083333335,-23.013786666666658
121,42.62825083333335,-23.013786666666658
122,42.62825083333335,-23.013786666666658
123,42.62825083333335,-23.013786666666658
124,42.62825083333335,-23.013786666666658
125,42.62825083333335,-23.013786666666658
126,42.62825083333335,-23.013786666666658
127,42.62825083333335,-23.013786666666658
128,42.62825083333335,-23.013786666666658
129,42.62825083333335,-23.013786666666658
130,42.62825083333335,-23.013786666666658
131,42.62825083333335,-23.013786666666658
132,42.62825083333335,-23.013786666666658
133,42.62825083333335,-23.013786666666658
134,42.62825083333335,-23.013786666666658
135,42.62825083333335,-23.013786666666658
136,42.62825083333335,-23.013786666666658
137,42.62825083333335,-23.013786666666658
138,42.62825083333335,-23.013786666666658
139,42.62825083333335,-23.013786666666658
140,42.62825083333335,-23.013786666666658
141,42.62825083333335,-23.013786666666658
142,42.62825083333335,-23.013786666666658
143,42.62825083333335,-23.013786666666658
144,42.62825083333335,-23.013786666666658
145,42.62825083333335,-23.013786666666658
146,42.62825083333335,-23.013786666666658
147,42.62825083333335,-23.013786666666658
148,42.62825083333335,-23.013786666666658
149,42.62825083333335,-23.013786666666658
150,42.62825083333335,-23.013786666666658
151,42.62825083333335,-23.013786666666658
