,P1xpos,P1zpos
0,19.903900000000004,-1.218083
1,19.903900000000004,-1.218083
2,19.903900000000004,-1.218083
3,19.903900000000004,-1.218083
4,19.903900000000004,-1.218083
5,19.903900000000004,-1.218083
6,19.903900000000004,-1.218083
7,19.903900000000004,-1.218083
8,19.903900000000004,-1.218083
9,19.903900000000004,-1.218083
10,19.903900000000004,-1.218083
11,19.903900000000004,-1.218083
12,19.903900000000004,-1.218083
13,19.903900000000004,-1.218083
14,19.903900000000004,-1.218083
15,19.900665193376486,-1.2136157246724673
16,19.897346557941514,-1.2089357513389434
17,19.895977219912474,-1.2068201648602954
18,19.89482597574044,-1.205018020192019
19,19.893341137256588,-1.202771923759995
20,19.891670113773287,-1.2002513105515316
21,19.890368591001966,-1.1982703560798935
22,19.888784977735874,-1.196092690314841
23,19.887211764986027,-1.1941691369061431
24,19.885734722900867,-1.1925592510579628
25,19.883540776029992,-1.1905567109725257
26,19.8819101033913,-1.1897178124574364
27,19.878784336290778,-1.1874949309845269
28,19.877724373484973,-1.1873062016154
29,19.882280425994985,-1.1922310737883315
30,19.88613151300845,-1.1958002169788409
31,19.89098571266651,-1.1995408561570444
32,19.895792734702045,-1.2028209047142808
33,19.896444761904768,-1.2032483333333335
34,19.896444761904768,-1.2032483333333335
35,19.896444761904768,-1.2032483333333335
36,19.896444761904768,-1.2032483333333335
37,19.896444761904768,-1.2032483333333335
38,19.896444761904768,-1.2032483333333335
39,19.896444761904768,-1.2032483333333335
40,19.896444761904768,-1.2032483333333335
41,19.896444761904768,-1.2032483333333335
42,19.896444761904768,-1.2032483333333335
43,19.896444761904768,-1.2032483333333335
44,19.896444761904768,-1.2032483333333335
45,19.896444761904768,-1.2032483333333335
46,19.896444761904768,-1.2032483333333335
47,19.896444761904768,-1.2032483333333335
48,19.896444761904768,-1.2032483333333335
49,19.896444761904768,-1.2032483333333335
50,19.896444761904768,-1.2032483333333335
51,19.896444761904768,-1.2032483333333335
52,19.896444761904768,-1.2032483333333335
53,19.896444761904768,-1.2032483333333335
54,19.896444761904768,-1.2032483333333335
55,19.897152767562474,-1.202502104196134
56,19.901973691654884,-1.1975295563413486
57,19.906635261669027,-1.1929155660066006
