P1xpos,P1zpos
-38.592980000000004,38.171240000000004
-38.592980000000004,38.171240000000004
-38.592980000000004,38.171240000000004
-38.592980000000004,38.171240000000004
-38.592980000000004,38.171240000000004
-38.592980000000004,38.171240000000004
-38.592980000000004,38.171240000000004
-38.592980000000004,38.171240000000004
-38.592980000000004,38.171240000000004
-38.592980000000004,38.171240000000004
-38.592980000000004,38.171240000000004
-38.592980000000004,38.171240000000004
-38.592980000000004,38.171240000000004
-38.591112746608,38.17332376879355
-38.58623223918226,38.17877035295197
-38.58219146177118,38.183279770352044
-38.57730986477815,38.18872778281996
-38.573265816831686,38.193241211954536
-38.568633160066014,38.19841128712872
-38.564348118811886,38.20319348689036
-38.55955503896224,38.20854254125413
-38.555438971397145,38.21313637651266
-38.55056157178219,38.21857960762744
-38.54253483998401,38.22161411311965
-38.53104521727173,38.22607585833584
-38.5143098355669,38.228496210329375
-38.498269450695076,38.230735669150256
-38.482234348559864,38.237874544704475
-38.468712723647364,38.248311103860395
-38.453015529344604,38.26041635363537
-38.43575576370137,38.274023225197524
-38.41968250845918,38.28659407265727
-38.4001628889139,38.29924592355069
-38.379449665841584,38.310946952695275
-38.35415990724073,38.32831079845486
-38.32314154777979,38.347650362119545
-38.293138404215426,38.36523818256826
-38.254821246624665,38.38526349109912
-38.218945663941405,38.4021434342601
-38.173337654890496,38.417810452295235
-38.122201918733545,38.430357052288564
-38.070268579357936,38.44280702199388
-38.01261270339534,38.455614837233725
-37.95779249845818,38.47005678392839
-37.9034644852402,38.48594296938027
-37.84791748387339,38.50297180955596
-37.79153568169317,38.517310545804584
-37.73464962496249,38.53007854806314
-37.67578462958797,38.545454410816085
-37.616770285820245,38.56144042195887
-37.55301145918758,38.582419375770904
-37.49137638976398,38.604296507150714
-37.427923730539725,38.62697980810582
-37.36512604210421,38.65157840200687
-37.302693784503454,38.67377245012001
-37.24051901265127,38.69400760726073
-37.17725247358069,38.712993588650534
-37.11366943106811,38.73029316606661
-37.045108391630826,38.74968047283895
-36.979337793446014,38.76972014118079
-36.90643675342534,38.788408183443345
-36.835350339033894,38.806327755192186
-36.76324003012801,38.826791873354004
-36.69039267326733,38.84929329207921
-36.62306345263692,38.86975796654665
-36.55113694344434,38.89446507796614
-36.480068054180414,38.91856735148515
-36.406646213162986,38.946341060564386
-36.33248250333367,38.97421424484116
-36.25484777102711,39.00354212283728
-36.181040634521786,39.024820106635666
-36.10241003162816,39.04304512038704
-36.02634624887489,39.06577537241224
-35.94370082320732,39.08359332212388
-35.85736042045871,39.094967874995824
-35.76988129037903,39.102554069531955
-35.67490189868987,39.11051853343668
-35.58308386963697,39.11353295287862
-35.49064533265827,39.11796143964397
-35.394993689910656,39.12001616815849
-35.29796971705504,39.122107026661
-35.204723321332125,39.12564513876388
-35.113030815539894,39.13346160349368
-35.02165936760343,39.14142044437777
-34.92940176255125,39.15032815356536
-34.84046680988933,39.163184476030935
-34.75023763647199,39.17179380050504
-34.6580536179868,39.182695954970505
-34.567054074990835,39.19260270627063
-34.47612795725406,39.20254547550588
-34.37664180393039,39.21147149527452
-34.28054657840784,39.21732468275994
-34.181086994199426,39.22488663924725
-34.081791610036014,39.233034785603564
-33.9795367650515,39.243364413024636
-33.88003827370237,39.25168518451845
-33.78312007463246,39.26469550592559
-33.68325033653365,39.27695135513551
-33.58084187343734,39.29267772535587
-33.47673813943894,39.30571915841585
-33.376169128287835,39.31609388309665
-33.270236700336696,39.32856332491583
-33.16681843834383,39.34154926130113
-33.063441183993405,39.351811947361405
-32.95605156882355,39.360945703695364
-32.85128250312531,39.36822843171817
-32.74568133188319,39.36961979922992
-32.64057639484781,39.372691694502784
-32.53186379537954,39.374863351710175
-32.42361919196087,39.37837312306231
-32.321473794004405,39.38430082783278
-32.20677409353436,39.3906171459646
-32.10264332420741,39.39506516822516
-31.997359836900355,39.401940524135746
-31.886659190544055,39.40899809218423
-31.778775493674363,39.41294990261526
-31.672614345934594,39.41723255371371
-31.56543658153316,39.42241721572157
-31.456848938602196,39.4270848686952
-31.35017009709304,39.430701639205594
-31.243746332258223,39.43409860423542
-31.131027905665565,39.43884555784745
-31.02670326436811,39.44263766589158
-30.919947988923884,39.44478376375138
-30.80871176942694,39.449028830966434
-30.701857540379038,39.452476290629065
-30.595164399189922,39.45524764176417
-30.481213227239394,39.46235067927626
-30.365780201686835,39.46914724418276
-30.251519547829787,39.47490447932292
-30.141748546479647,39.48274746395473
-30.024930947678097,39.4936233212488
-29.910506412266226,39.504025195269534
-29.79856055197186,39.513987319273596
-29.678948859010905,39.519828602401915
-29.56365780678067,39.51978351485148
-29.447291275044176,39.519190990349045
-29.329406826140954,39.51900723664033
-29.21386278277828,39.51815994711972
-29.096082986298626,39.516424667050025
-28.97802141755842,39.51825918491849
-28.86224226360135,39.51763013051305
-28.742916736882012,39.51658331287295
-28.625586881646495,39.51748137422076
-28.51370501837683,39.517099549955
-28.395970550263367,39.51692537524586
-28.27742033211655,39.51671657324066
-28.161600701570162,39.516116879187926
-28.045609687677096,39.51449492353401
-27.928790812122873,39.51179369624462
-27.810369543079304,39.5103905439294
-27.694802541504156,39.50673257084042
-27.57743021277128,39.49832151606827
-27.458808117311733,39.48791056743174
-27.343948679867992,39.47693719563623
-27.22917107223222,39.46626154523786
-27.105239671342133,39.45433774139914
-26.99100141509985,39.44403877816949
-26.87420938856385,39.43339641576658
-26.753043600985105,39.42360075057506
-26.637119665674902,39.41840213954728
-26.519934344684472,39.41285879042071
-26.402256388763877,39.407393662241226
-26.28388168983565,39.40119124374938
-26.16548131696503,39.39482558268326
-26.05028213146314,39.39017223047305
-25.93024906128113,39.382559309264266
-25.81387273181485,39.37591387426242
-25.696970649814986,39.36960940281528
-25.5769062577091,39.36124503675368
-25.460859221505483,39.35234114648966
-25.34278729672967,39.34556133438344
-25.226137985173512,39.338303807589085
-25.10406269376938,39.327972666308305
-24.989960927217723,39.32082718946895
-24.868120374829157,39.31342574332434
-24.75057505546388,39.303978085350195
-24.63505880325533,39.29624563718871
-24.516907998008136,39.29001637513752
-24.402839959787645,39.27775212083707
-24.281954935868583,39.26400172929794
-24.164643907307394,39.2541394676551
-24.047403161107777,39.24579659378438
-23.93031838321332,39.23616736486148
-23.814654322265557,39.224289162332894
-23.69803293829383,39.213997353568686
-23.58184400727573,39.20377871574657
-23.46631412587092,39.191573412174556
-23.34761842800947,39.18207528957062
-23.23288629387939,39.17164146452145
-23.11788114040571,39.16031522156382
-22.997412826532653,39.149863322165544
-22.883867754650463,39.13887235311031
-22.769512750858425,39.12953514730639
-22.650630648314834,39.115654095409546
-22.533410729697966,39.10072775940095
-22.419549980123012,39.08606328049472
-22.301285720822083,39.069929469196914
-22.182210717821786,39.054653485973596
-22.069493661074443,39.04140254862986
-21.954111698794886,39.031252471247114
-21.832535644564455,39.020521346134615
-21.717988308080816,39.01410103114478
-21.60147726072607,39.011625462587936
-21.483281467521753,39.008182831533155
-21.365254244924497,39.00572262884622
-21.249459726681,39.00300606548154
-21.13275310793579,38.999608823507344
-21.014265109844317,38.995194069031896
-20.900346219288597,38.988430018793544
-20.778233651365138,38.98198940531554
-20.664307678601194,38.973618493641034
-20.545249142539255,38.96760772806447
-20.429931382013198,38.960386806555654
-20.313433749166588,38.951610332491576
-20.19595670383705,38.938069005025504
-20.076991776177618,38.92676275877588
-19.963256571365466,38.9161917486332
-19.845314307472417,38.90683148639864
-19.72890642126713,38.8941398739874
-19.613665803080305,38.883151856894024
-19.496606111152783,38.87264125275028
-19.380527449494956,38.85939204232923
-19.266242553797046,38.84792526335967
-19.14755893881888,38.83752347030536
-19.032417231173117,38.82453955145515
-18.917079789041402,38.81314896610495
-18.79860852034787,38.79835376612662
-18.684078410178515,38.782794171167126
-18.56647745907924,38.77190978714538
-18.44605663754709,38.75959242961796
-18.337573475935095,38.745154902365236
-18.22031096190869,38.73073097947295
-18.106086138259663,38.71829059885155
-17.99403372187219,38.70348136926193
-17.87923003742041,38.68958098101476
-17.7653629049905,38.68138022914791
-17.65464044743224,38.66925153877887
-17.547557410566057,38.65797411636997
-17.436989053296998,38.649685326616
-17.322985850722574,38.63876793791879
-17.212358925800917,38.6272201843101
-17.100745591079946,38.61324114182253
-16.98101201413891,38.59633015076509
-16.87183218655199,38.579232407740776
-16.75625791864603,38.56039907640764
-16.64115629520452,38.54284244099409
-16.528186377654432,38.52505918529353
-16.415658529757142,38.50715777723606
-16.299019233448345,38.49405871087108
-16.184272824815817,38.4794736039854
-16.07056465089842,38.47168286399474
-15.954618124324933,38.46828494336934
-15.838216748074805,38.46656773285661
-15.71832569544871,38.468416444686135
-15.600863871449649,38.4687886929943
-15.476659493078472,38.4662768836467
-15.356226446723843,38.461665480048005
-15.239324770114509,38.46005100385038
-15.117808057143215,38.46070583758375
-14.999554658836717,38.459226619120244
-14.885533775052506,38.45913857073208
-14.763552244978662,38.46004875333367
-14.65075614441861,38.45906638726373
-14.529960250962596,38.4592242010451
-14.40927328119062,38.458940604310435
-14.294778714700639,38.46026481373138
-14.170106798617363,38.4642244309431
-14.05009194680301,38.46978529694636
-13.92433445727906,38.47659740674067
-13.803836999474948,38.47942568519352
-13.680071308043303,38.47770263751375
-13.5540464183085,38.478674899531626
-13.431422738036302,38.47817386351135
-13.305851041241624,38.48153416954195
-13.17722764984415,38.48339033553355
-13.05593648649865,38.484452305605565
-12.934785214017234,38.48913026977698
-12.811680507638263,38.490476319715306
-12.691803193631863,38.48996839333933
-12.569893822894791,38.48970248012301
-12.446316015693235,38.49025459204254
-12.323749279640465,38.48727948357336
-12.207217450449209,38.481960177517756
-12.082587048950728,38.479813021843846
-11.961836615211523,38.47643293516851
-11.84616501320132,38.4712282109461
-11.720553342359237,38.46595783161649
-11.598921265301533,38.46382626350135
-11.478561816765009,38.459171401848515
-11.358940790995767,38.45346371983032
-11.236618660791079,38.451441681543145
-11.116997682430743,38.446364940077345
-10.996665040983261,38.44204786341134
-10.874108285203521,38.43607355773077
-10.75331030690569,38.43147718792712
-10.63616741429726,38.41852140197353
-10.514831766130362,38.40563458333333
-10.397525511319467,38.390059144414444
-10.278416525472965,38.3718447709771
-10.154423425061259,38.3527527620262
-10.03348618178776,38.33809417341734
-9.908304442712355,38.32447223843218
-9.787215187083335,38.31187611111111
-9.6610826782622,38.2982792519252
-9.538926563611776,38.28471663132979
-9.415744327587758,38.274214451695165
-9.289273197303482,38.26566444102744
-9.16874878474056,38.255534676842686
-9.038563456730671,38.243517369111906
-8.9110009128142,38.232637895289535
-8.784776415720737,38.222405974014066
-8.65020571224622,38.21047402652765
-8.523574627397322,38.197407403156994
-8.39612543006217,38.18644291941694
-8.263951442376909,38.173211742424236
-8.139237572197802,38.16067083183317
-8.008548577128547,38.14891035786912
-7.882003978371586,38.138413336833686
-7.753954481577741,38.12853725889256
-7.622729298173568,38.117660220188675
-7.498151006953607,38.10240880613062
-7.369357202124948,38.08681394360269
-7.2388463431684835,38.071225966805
-7.1148246656840675,38.054693179567955
-6.989651050743823,38.03984946198787
-6.863064853586775,38.02240910699404
-6.734836350114262,38.00364078520352
-6.61038126900086,37.98489490078175
-6.484000241152363,37.96357162857952
-6.352072820426293,37.939343413091315
-6.228308374309095,37.91645270968764
-6.103279683043304,37.895714569665294
-5.973469900667566,37.871152075082506
-5.847809899821232,37.84884236148614
-5.724217629337517,37.83192930601393
-5.595766080254275,37.81318674417442
-5.470311129606293,37.79479088342167
-5.347269876000932,37.77822521039604
-5.218603999092409,37.75982575207521
-5.09328893987482,37.74163309155916
-4.967505156921526,37.721027116795
-4.83968606130738,37.698167074332424
-4.715462353339373,37.67653943861053
-4.586343551675875,37.65679119236924
-4.45668715941344,37.64089493836884
-4.327199057380404,37.62895124283262
-4.197647867561341,37.619438231281464
-4.070411819186919,37.60974265889089
-3.9401405178221984,37.59849971947195
-3.8111646137422066,37.584917226806006
-3.68334581814919,37.56941254012903
-3.553386040908965,37.558556064356445
-3.4220002053081955,37.55033341571657
-3.2957832333483332,37.540925362161225
-3.16250550451295,37.538112957712436
-3.0340940431551484,37.53882209862652
-2.9107667711146124,37.538948240699064
