,P1xpos,P1zpos
0,-38.25225,31.89823999999999
1,-38.25225,31.89823999999999
2,-38.25225,31.89823999999999
3,-38.25225,31.89823999999999
4,-38.25225,31.89823999999999
5,-38.25225,31.89823999999999
6,-38.25225,31.89823999999999
7,-38.25225,31.89823999999999
8,-38.25225,31.89823999999999
9,-38.25225,31.89823999999999
10,-38.25225,31.89823999999999
11,-38.25225,31.89823999999999
12,-38.25225,31.89823999999999
13,-38.25225,31.89823999999999
14,-38.25225,31.89823999999999
15,-38.25225,31.89823999999999
16,-38.25225,31.89823999999999
17,-38.25225,31.89823999999999
18,-38.25225,31.89823999999999
19,-38.25225,31.89823999999999
20,-38.25225,31.89823999999999
21,-38.25225,31.89823999999999
22,-38.25225,31.89823999999999
23,-38.25225,31.89823999999999
24,-38.25225,31.89823999999999
25,-38.25225,31.89823999999999
26,-38.25225,31.89823999999999
27,-38.25225,31.89823999999999
28,-38.25225,31.89823999999999
29,-38.25225,31.89823999999999
30,-38.25225,31.89823999999999
31,-38.25225,31.89823999999999
32,-38.25225,31.89823999999999
33,-38.25225,31.89823999999999
34,-38.25225,31.89823999999999
35,-38.25225,31.89823999999999
36,-38.25225,31.89823999999999
37,-38.25225,31.89823999999999
38,-38.25225,31.89823999999999
39,-38.25225,31.89823999999999
40,-38.25225,31.89823999999999
41,-38.25225,31.89823999999999
42,-38.2498703180318,31.90309688756375
43,-38.24756528540354,31.907801863061298
44,-38.24526027365236,31.912506838558844
45,-38.242408588358835,31.918364324932483
46,-38.2401371919692,31.923094177417735
47,-38.23468387751275,31.926034809230913
48,-38.22971045717072,31.927681826432632
49,-38.2237937359986,31.929588016051596
50,-38.215024811731176,31.93050673292328
51,-38.20371255025502,31.930704084158407
52,-38.19193483535854,31.931275222147203
53,-38.179923619236924,31.93120791841683
54,-38.168034785853585,31.93276258400839
55,-38.154418761001104,31.938434592959293
56,-38.1420410219772,31.946013132313226
57,-38.12760462083708,31.95252919854485
58,-38.11498310281028,31.96025128487848
59,-38.09920258713371,31.97356002150214
60,-38.078431825682564,31.997025219021896
61,-38.059127369611964,32.019101961071094
62,-38.03760274264926,32.043553109685966
63,-38.01881680355535,32.06608775615061
64,-37.99804930855585,32.09024311193618
65,-37.97676779515452,32.11266512030369
66,-37.95063125687569,32.13565914603959
67,-37.917533091517484,32.15179075911757
68,-37.8813393916475,32.166340943927715
69,-37.844784683093316,32.17690049017401
70,-37.803581081774844,32.19120686176951
71,-37.75561963708871,32.203632107335736
72,-37.70889381263127,32.21574096872187
73,-37.662222910332694,32.22771391414141
74,-37.61288938473013,32.23920009534286
75,-37.56661071344634,32.247745176892685
76,-37.52252943819381,32.255901468105144
77,-37.4772113687202,32.265747052163555
78,-37.43472512376237,32.27319677267726
79,-37.39063738832217,32.281921876812675
80,-37.34429927488582,32.29084665858252
81,-37.30445707995799,32.297121604410435
82,-37.25601388963896,32.30552628667033
83,-37.214980810831086,32.311645381121444
84,-37.16524585758577,32.31780799779978
85,-37.11766542366736,32.3313034278011
86,-37.068278189068906,32.34429405107176
87,-37.02193772277228,32.348446120362034
88,-36.9738035276861,32.35251678309497
89,-36.92056174146582,32.36102565148181
90,-36.86627474272428,32.36079164266427
91,-36.80550458249992,32.35579782265726
92,-36.73751993320166,32.34986910636897
93,-36.670345737448734,32.3393119110661
94,-36.59720679417942,32.32834210679402
95,-36.52786080758076,32.32063573290662
96,-36.445906546779675,32.311831521027095
97,-36.365538376754344,32.3061732057789
98,-36.286608616028275,32.30625635113511
99,-36.20848388613861,32.30350534240924
100,-36.133386794637794,32.301174581208116
101,-36.05874389309765,32.30011223484848
102,-35.980971349259924,32.299504367186714
103,-35.90121173475681,32.296934949078235
104,-35.817649765476546,32.296727281936526
105,-35.72975571582158,32.301268800005005
106,-35.646975252733604,32.30460365486548
107,-35.55732705974764,32.30943232410741
108,-35.464008427842785,32.31398453382838
109,-35.37036576261793,32.31967584658465
110,-35.27478164328933,32.327065437752104
111,-35.17872785316032,32.333508508100806
112,-35.08487673725706,32.33987833379171
113,-34.985684067865115,32.33758296050438
114,-34.88687977447745,32.33812969834482
115,-34.78807981460646,32.339086291795844
116,-34.68683670417042,32.3374933280828
117,-34.58609269014402,32.33903821519652
118,-34.484164417900125,32.33838355814748
119,-34.38411752658599,32.33678623416508
120,-34.282376292879285,32.344320318031805
121,-34.177259071323796,32.355327145214524
122,-34.07479055013834,32.36229914562289
123,-33.97235437218721,32.36465288716372
124,-33.86848561351969,32.36746991786678
125,-33.762015987390406,32.37450300850918
126,-33.652874793729374,32.392173394089404
127,-33.53645908957562,32.41132248729039
128,-33.42429058497517,32.43083674288261
129,-33.306925522552255,32.45373605023002
130,-33.18836856960696,32.47575933222489
131,-33.07171409711804,32.494929193419345
132,-32.95209336771177,32.50799700220023
133,-32.824580371578826,32.51073100726738
134,-32.699464843317664,32.51444064323099
135,-32.57247096684668,32.51290816119112
136,-32.442471837850455,32.5159587149965
137,-32.31616519672801,32.516476703211985
138,-32.188473211446144,32.51584815781579
139,-32.06145877275228,32.51394730148015
140,-31.937212312647926,32.51031788345501
141,-31.806295318531852,32.50577938231322
142,-31.68475192231723,32.50198574519951
143,-31.553042560964432,32.499355353868715
144,-31.427703637113712,32.493990043879386
145,-31.30307874862486,32.48915966050771
146,-31.174104526202623,32.485928234073405
147,-31.04569527140214,32.48076758413342
148,-30.924246924317433,32.47614078170317
149,-30.790437920917086,32.47166795583725
150,-30.665196612661276,32.465279209545955
151,-30.537136030769734,32.458310704362106
152,-30.404002461162786,32.45210268447678
153,-30.276822784278426,32.444223746624665
154,-30.14619171296297,32.438336191785844
155,-30.01313170112844,32.43262082316564
156,-29.883213838883886,32.428289456070594
157,-29.75584708391673,32.4255603617445
158,-29.628409247091373,32.42273384305098
159,-29.497648600235028,32.416854301555155
160,-29.369706565489878,32.41195811256125
161,-29.2425094006484,32.405406364469776
162,-29.11098010951095,32.40025287016202
163,-28.983963057805784,32.39964014805647
164,-28.854964266051606,32.40154870112011
165,-28.722480650440044,32.4027619169417
166,-28.590074604418778,32.39945110694402
167,-28.459707742732604,32.39721567002534
168,-28.322303148689873,32.39615694881987
169,-28.186910633438345,32.39560239148915
170,-28.059077214263095,32.40030064152249
171,-27.921331713171316,32.41076802017701
172,-27.790557087458748,32.42020172242224
173,-27.65819791616661,32.429180206854014
174,-27.522062000325032,32.44198714608961
175,-27.389019972663935,32.45597352693603
176,-27.259327004492107,32.46734125320866
177,-27.125835922592255,32.476272720022
178,-27.000216845267857,32.48325170921259
179,-26.873635650981768,32.483692453495344
180,-26.742050506675668,32.48637717446745
181,-26.6178532776611,32.48680000679234
182,-26.492923626070944,32.48385032128213
183,-26.36522837321233,32.49020524877488
184,-26.239746917066707,32.49821836329466
185,-26.107588854760476,32.5080954503367
186,-25.97632872262226,32.522107796529646
187,-25.84409717821782,32.53553501787678
188,-25.71000031840684,32.5490440253192
189,-25.577546239873985,32.5621828210321
190,-25.44189267864287,32.57486523310664
191,-25.31019588363003,32.58758541891689
192,-25.18095681843184,32.59608279165417
193,-25.04891950111678,32.602035927842785
194,-24.918030821457148,32.610781846851346
195,-24.789971329257927,32.61955042591759
196,-24.65146032069873,32.62121954628797
197,-24.524407089000565,32.61862109881822
198,-24.393027244224424,32.61265882838284
199,-24.253790072423907,32.60854667612595
200,-24.12174931930693,32.6081966603327
201,-23.979985986848686,32.607166058730876
