P1xpos,P1zpos
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49569999999998,28.68516
-34.49515552392737,28.684802698769875
-34.49178105773075,28.682588361086108
-34.48808496262124,28.680163390089007
-34.4845059762226,28.67619485773577
-34.48241186422806,28.670533670242023
-34.47965205762241,28.663881303922057
-34.47750040016499,28.656701641039103
-34.47870718417673,28.653865835291864
-34.47928715234021,28.650579621045438
-34.481134906615644,28.647270116261623
-34.48243645368702,28.64450343713538
-34.48536495641229,28.64307523706537
-34.48876596809679,28.641045881088107
-34.4951142308814,28.641560783911725
-34.50007606223121,28.64122013705537
-34.50826571369635,28.63984935781078
-34.522168479014546,28.6418863517185
-34.53669817835948,28.640159930951427
-34.55103098747373,28.635402929042908
-34.56544307976629,28.631172746357972
-34.580038050513366,28.627551691460813
-34.59480565031501,28.621927012701267
-34.610070766034916,28.615588551480144
-34.62504160099343,28.60931539887322
-34.6415947290979,28.59998125562556
-34.66073761863685,28.589242306855684
-34.67861469746973,28.576108696828015
-34.69638415204019,28.563100509300927
-34.715794355893905,28.549540444002734
-34.735037168883544,28.535189869986997
-34.754709630963085,28.520507645514552
-34.7776244759059,28.50777733494183
-34.80987256984031,28.4901305903507
-34.841352681393126,28.469033106560655
-34.87380714271425,28.447694016318295
-34.90652629233756,28.428152667641765
-34.94146909240923,28.405702791404142
-34.97450804180418,28.383027191510816
-35.00817263255491,28.35811441777511
-35.04603099022401,28.33143607760776
-35.08967981981531,28.297916019226918
-35.12825472522251,28.266600273610695
-35.17005875712571,28.23296902327733
-35.21354155682235,28.197172268935223
-35.26289546625495,28.16130177817782
-35.31146098447345,28.12867311656166
-35.361005519176906,28.093762603843725
-35.41005801575991,28.058542338317167
-35.46237633388339,28.02046000275027
-35.51263833233323,27.98405077353568
-35.560745105510534,27.948262801071778
-35.61164722634763,27.912085675442544
-35.6630552737357,27.875438208237494
-35.7129055730573,27.83849561097776
-35.76232617274226,27.800816197119705
-35.81254606927359,27.76362613782211
-35.86339292987631,27.72690755508884
-35.91161391689169,27.68774206508151
-35.96045511196953,27.643871189952335
-36.005117100293354,27.602660191602492
-36.05286925005,27.559184340434044
-36.10047747933126,27.51491865665733
-36.14628425417541,27.47001231156449
-36.19117315294029,27.4268736029853
-36.23508267210053,27.384103774585796
-36.283017422908955,27.338575559055908
-36.329101030103004,27.295014336433642
-36.37377489303096,27.250765576057614
-36.419556139238914,27.20637471847184
-36.46565894564457,27.160903588733877
-36.50937979877154,27.119004485698568
-36.554958529769635,27.07496892947628
-36.5987484319682,27.029761066231618
-36.639747641014104,26.982563996649663
-36.680628146481304,26.93830037741274
-36.72312434305929,26.893336947694774
-36.76676538420508,26.84805271877188
-36.812451649748304,26.80384720767911
-36.85597818781878,26.759856194869485
-36.898803272660594,26.715172842534255
-36.94471201961863,26.664567471705507
-36.99082320957095,26.61150315181518
-37.03852267864284,26.55661653244491
-37.087729086700335,26.50140128787878
-37.13616308718372,26.446836584658467
-37.187475843459346,26.379541163699702
-37.2377589507284,26.316749297679767
-37.28639573344834,26.25533662941294
-37.332645131138115,26.194659673675698
-37.382826725047515,26.129232490832408
-37.43119855085508,26.067999978247816
-37.48242174384105,26.003098293371007
-37.53441903190319,25.941391006142283
-37.587605881838186,25.87851199557456
-37.64119019085242,25.810742750608387
-37.691562611636165,25.746841752550253
-37.743583640864095,25.68444566581658
-37.79372882046537,25.620774999999995
-37.8456326255959,25.55372884434277
-37.89415516089109,25.49204301380138
-37.94243201057605,25.42783135651065
-37.98836700740908,25.36672387547088
-38.03541914166417,25.30662328420342
-38.0877756073524,25.245791925650902
-38.14023805226357,25.188875814081403
-38.19066895152015,25.133593419466944
-38.24404858852552,25.073807108085813
-38.29851236556989,25.013531733840054
-38.35001182343234,24.95755660216022
-38.40156254712971,24.900508417966805
-38.458194625004175,24.84409218863553
-38.51117643489348,24.7896612479998
-38.566613509017564,24.733295710946095
-38.623306416433316,24.674955232106544
-38.67938777502749,24.613259240924094
-38.73750665291529,24.551239754683795
-38.79043698861553,24.49229702432743
-38.84383942356735,24.434013098934898
-38.899592843784376,24.37116371424642
-38.954579925034174,24.305452288062142
-39.014407270477044,24.240785719196918
-39.07076306093109,24.176193903432008
-39.12969249887488,24.110344111286125
-39.19089141239123,24.039032832158217
-39.24402404477948,23.973045179976335
-39.298558141730844,23.907779355518883
-39.350964650840076,23.84155651065106
-39.408769779769635,23.77085407399073
-39.464673049346594,23.705407241349132
-39.5258272460996,23.635250207145713
-39.58748850930927,23.570194720847088
-39.65024570848751,23.504352547796447
-39.71606325445045,23.437586287253723
-39.77717849947494,23.37391874045738
-39.84050721530486,23.310450371245455
-39.90290434068407,23.241995468421845
-39.96476716950861,23.174568026219287
-40.023102024869154,23.106470575474216
-40.08134667379238,23.038052754275427
-40.142822331316474,22.96293058543355
-40.197422585175175,22.89954385246858
-40.26001278540354,22.831065509300924
-40.31816643047639,22.761979629796304
-40.38107585571057,22.691816734881822
-40.44092625975099,22.622592527752776
-40.500843341084106,22.55529653665367
-40.557699249799974,22.490020269860327
-40.612545617436744,22.422715924092405
-40.67094748533187,22.354610748074805
-40.72442340879922,22.290347211512813
-40.782571754175414,22.22245791216622
-40.841111992615936,22.146050943219322
-40.89612558947561,22.070976190327368
-40.95028215234024,21.99789355985598
-41.00190531178118,21.926454866069943
-41.05421852776945,21.848718099851652
-41.10493781553155,21.775457019451938
-41.158046362052865,21.70166901952695
-41.20964841263292,21.627649992665937
-41.2647602629013,21.551705233773376
-41.32033706754008,21.474046762884626
-41.37578211575323,21.401771295004497
-41.4341836491149,21.329457376237624
-41.49246802971964,21.256042220722072
-41.55511600055838,21.180877291270793
-41.61771263826383,21.105143461971196
-41.67447914124747,21.03116108010801
-41.73181473055639,20.955158378046132
-41.79152965784078,20.88043165741574
-41.851475337825455,20.807882012284562
-41.90972246491315,20.734509503867052
-41.97142643564356,20.663723151065106
-42.036555900090015,20.590537621845517
-42.10122134950995,20.523499431234793
-42.16348119186919,20.45135533940894
-42.22746933801713,20.377821999824985
-42.29049943969397,20.30391875204187
-42.3500705360536,20.231299322307233
-42.40963646835517,20.15689303288662
-42.46747850435043,20.082355473172314
-42.530032710396036,20.003516497524753
-42.586174729514624,19.9310008673784
-42.64283811639498,19.864622675517552
-42.706233553980404,19.79335822107211
-42.769389364478116,19.71850784090909
-42.83205686889522,19.652270468530183
-42.89644236436144,19.58770085311031
-42.960836921358805,19.522582864065573
-43.023742990799086,19.45655655039254
-43.08754726072607,19.38938304151665
-43.1518923548605,19.322333023356503
-43.21351407407408,19.25840558264576
-43.27397348609861,19.187629648239824
-43.33694554897156,19.11800579657965
-43.39639192206721,19.052012687185385
-43.451910686943705,18.985536542354236
-43.51161465192353,18.914032472226392
-43.566846263126315,18.847279863628028
-43.62463806780678,18.778324365136516
-43.680363726956024,18.70913273201903
-43.73748985565223,18.641463782382402
-43.79572463058806,18.570960459133413
-43.84407637513751,18.49849172520168
-43.89267734502618,18.421798926650997
-43.93966341634163,18.344048351510153
-43.985359517410075,18.2643361202912
-44.029344573374004,18.190699348551522
-44.07310922479747,18.111996029627964
-44.12052475835083,18.0346732426576
-44.17268706324799,17.95697629728806
-44.22311039416442,17.880355443994407
-44.27139591734174,17.80408423344418
-44.318143357752454,17.72692343598943
-44.36603556380638,17.647382709708477
-44.41128203612029,17.570731527706936
-44.46029235548556,17.49264162609178
-44.509006421767175,17.415685934855983
-44.55571576911857,17.334161121466316
-44.60138586187785,17.257340809380942
-44.64700697432243,17.18036373294829
-44.69016465000666,17.099278806455647
-44.735473585775246,17.01358900418375
-44.78070451545154,16.932107869336935
-44.8252243659366,16.85189135876504
-44.86988146085442,16.76794016437477
-44.91389560118512,16.683354670829583
-44.95748087142047,16.60111392912624
-44.999232741899185,16.516290699590794
-45.041570491424146,16.43234968426843
-45.08751621891356,16.34861537845868
-45.13629917166717,16.26375959399273
-45.18407783265828,16.181077845697068
-45.229576394056075,16.1001556056814
-45.27614635371871,16.01485572706854
-45.32175352835284,15.933988395102007
-45.36709294737806,15.850384536945363
-45.41254598651532,15.768216706608156
-45.46186591946694,15.682129466259122
-45.50837028340334,15.600956024510781
-45.55643949432443,15.519068557780779
-45.60437177917792,15.435240968184317
-45.65124415658232,15.349761540670732
-45.69859749920826,15.262376220055335
-45.747042838283825,15.178527810756073
-45.798452724522456,15.094002093613526
-45.851476912482916,15.00761612451245
-45.906475605060514,14.918546125550053
-45.957570581891524,14.837168747166386
-46.00959882054872,14.756263585971096
-46.06370361786179,14.672606528490354
-46.11800861982032,14.587426596055439
-46.172343650490056,14.50637351523069
-46.22647162728773,14.42541061176118
-46.2812995416625,14.341576495587057
-46.333361845226186,14.259057096088775
-46.38976145802079,14.175328340996598
-46.44350376462646,14.095760521522982
-46.49512588329666,14.013417010634399
-46.545275770077005,13.928873242861783
-46.5945528913308,13.836994019939494
-46.639123434218426,13.746147979289594
-46.68027319231924,13.657460688606365
-46.72135643310164,13.567784155794747
-46.7631876708921,13.47596693781878
-46.805115147889786,13.383203721547154
-46.84434675542554,13.294906783303325
-46.885334345434536,13.20342290297363
-46.92619151327633,13.111800189068907
-46.96561590392373,13.019400680601393
-47.0064493603527,12.927339771664665
-47.046476873312336,12.835948388801377
-47.07996877554422,12.745990799679971
-47.116008531769836,12.654120157567839
-47.15199399627463,12.56112639911491
-47.18635200653398,12.46778480228481
-47.22560855602227,12.369351192734692
-47.26364782903291,12.278684466940446
-47.30331439160583,12.187905472510169
-47.343812081999864,12.095472313930975
-47.385601196369635,12.001308025581679
-47.4238684926826,11.91102992010205
-47.46238248103978,11.815711571438392
-47.503189701845194,11.718775110317779
-47.541608538562194,11.623796928827128
-47.580571604618804,11.529927801301378
-47.62080888888889,11.43623765959596
-47.65867963938061,11.344633048656533
-47.69613396856352,11.246331339926074
-47.733386327632765,11.149239021092109
-47.767798399131586,11.05424754983165
-47.8024317358819,10.956589046406306
-47.83696154815482,10.856622654137913
-47.8716310282695,10.762285698779463
-47.90424604577124,10.664482794689052
-47.93326022614761,10.570380390215272
-47.96311054955495,10.470002026063023
-47.99158392885122,10.372242847134295
-48.01932833633362,10.27297010460171
-48.049774999416606,10.174184151203873
-48.077602574674124,10.07800655378913
-48.106752818156814,9.977567507044457
-48.13501626879354,9.88088231390264
-48.162474214421444,9.78527131304005
-48.194934905740574,9.686579062104961
-48.22655392443411,9.586640934052573
-48.260450975597564,9.490634915225687
-48.291353632613266,9.400774899407441
-48.324789328016145,9.302281276848516
-48.359279919241914,9.209615967488414
-48.392157272727275,9.116394628562857
-48.42796646452146,9.022860394889488
-48.46739666545823,8.929133820498715
-48.503399293179314,8.839020163778876
-48.53950439189753,8.746242831278964
-48.57549991586658,8.649938484660964
-48.61169481173116,8.559289923829883
-48.65295803867887,8.464505837312895
-48.69158850818415,8.37231090317365
-48.73170240036503,8.279896137588755
-48.772062887080374,8.184544034353436
-48.81354356948196,8.09187523955312
-48.85579647739774,8.000876766664167
-48.89985679959663,7.909210188147981
-48.94445943986065,7.8172353580308025
-48.9868092919292,7.724202025836334
-49.03117702086876,7.630795342000451
-49.07558529957161,7.5370228750495905
-49.117971200120024,7.447860036062356
-49.16111451145115,7.353049126429727
-49.20448078557856,7.260696124861654
-49.24611025752575,7.168869252232722
-49.288227413408016,7.078746431818888
-49.33536538791379,6.985682153771418
-49.37971522764776,6.89524625231098
-49.42509848826549,6.807503146264209
-49.46939547929793,6.720505783386254
-49.51581628187819,6.627796094064405
-49.559120129721315,6.5392941966129925
-49.60306311097776,6.450559087948378
-49.64691027590259,6.359371953454094
-49.69050446311298,6.263928554480866
-49.732820703236975,6.175903485366452
-49.77790324557456,6.0849992394149375
-49.81810477085208,5.995491083507474
-49.862070923008964,5.905512396888688
-49.90331790016501,5.814695136179865
-49.94586497349736,5.72067276981323
-49.985503979647966,5.629715293669784
-50.02497875225021,5.540000408649612
-50.06483642076708,5.446696363665949
-50.1035559176751,5.352889315959513
-50.14013275465046,5.261295642397988
-50.17459083237491,5.166929910028087
-50.20976218288496,5.073109413863273
-50.24386452732773,4.981339327739772
-50.27670273306497,4.884871790719068
-50.31063880225522,4.792569541026769
-50.34596060643565,4.701359353513663
-50.38279322648932,4.611282524235423
-50.42069838917225,4.518510883256659
-50.45906881450645,4.429649567725772
-50.49759254517118,4.336194948817464
-50.53493358840051,4.24389216523494
-50.57076506813181,4.15635646471022
-50.608424854360436,4.0645214066993365
-50.64693701361802,3.9719727245519536
-50.684407225347535,3.8825967588146306
-50.72151313623029,3.7926936706958188
-50.757800483590024,3.7000760258581677
-50.795070720072005,3.6078273891449135
-50.83122639063905,3.5161079912828757
-50.86749140539053,3.4273282319063387
-50.902847105710556,3.3403134873961644
-50.938152995966256,3.2484260896621753
-50.97161738857219,3.156934842868869
-51.00363073619862,3.0663674638526337
-51.03565917900122,2.9730004495081164
-51.06854829782977,2.87908048082554
-51.09865496699668,2.7893689807343236
-51.13078114157249,2.6970902884809305
-51.16007036170283,2.606328769668632
-51.19219653052806,2.513206253950394
-51.223933506267294,2.4191185943060964
-51.25439235394373,2.3260636228264486
-51.28310769339435,2.2341178407028193
-51.31411508767544,2.1410999335683543
-51.34504393939394,2.04685343476431
-51.37441319119412,1.9573164530828082
-51.403352351776846,1.864332544779476
-51.427120583516675,1.7729704953703693
-51.44961051855187,1.6740804907490736
-51.46984476893524,1.5792702107460725
-51.4910713557189,1.4852251009184236
-51.51029115436544,1.3919641720547047
-51.53024996862187,1.2961963729789632
-51.54825205753909,1.1967772418325155
-51.56142226260127,1.1012773995649552
-51.57622330224691,1.0022438352543561
-51.59163712787946,0.9012198398714864
-51.60783454357935,0.8031816500725059
-51.62290974147415,0.7055565601851841
-51.64041304601293,0.6097234429134569
-51.659328127812785,0.5083236121149616
-51.677298575982604,0.41433253409465837
-51.69440804726307,0.3170815111448635
