P1xpos,P1ypos,P1zpos,P1Heading,Targetxpos,Targetypos,Targetzpos,Targetxvel,Targetyvel,Targetzvel,Containmentxpos,Containmentypos,Containmentzpos,targetcontained,trialtime
42.60707,1,-22.93904,-2.115863,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,True,345.48
42.60707,1,-22.93904,-2.115863,21.38137,0.5,-19.05382,-1.818305E-28,0,1.916733E-22,0,0.2,0,False,345.49
42.57806,1,-22.97976,-2.189785,21.38137,0.5,-19.05382,-1.815546E-28,0,1.90967E-22,0,0.2,0,False,345.5
42.54682,1,-23.0188,-2.245587,21.38137,0.5,-19.05382,-1.807053E-28,0,1.899692E-22,0,0.2,0,False,345.51
42.51408,1,-23.05659,-2.284739,21.38137,0.5,-19.05382,-1.798581E-28,0,1.889664E-22,0,0.2,0,False,345.52
42.48029,1,-23.09345,-2.312742,21.38137,0.5,-19.05382,-1.790152E-28,0,1.879717E-22,0,0.2,0,False,345.53
42.44577,1,-23.12962,-2.333037,21.38137,0.5,-19.05382,-1.781772E-28,0,1.869849E-22,0,0.2,0,False,345.54
42.4107,1,-23.16526,-2.347967,21.38137,0.5,-19.05382,-1.7734E-28,0,1.859931E-22,0,0.2,0,False,345.55
42.37524,1,-23.20051,-2.359138,21.38137,0.5,-19.05382,-1.765122E-28,0,1.850221E-22,0,0.2,0,False,345.56
42.33949,1,-23.23546,-2.367664,21.38137,0.5,-19.05382,-1.75684E-28,0,1.84046E-22,0,0.2,0,False,345.57
42.30349,1,-23.27017,-2.374322,21.38137,0.5,-19.05382,-1.748619E-28,0,1.830777E-22,0,0.2,0,False,345.58
42.26732,1,-23.30468,-2.379659,21.38137,0.5,-19.05382,-1.740445E-28,0,1.821171E-22,0,0.2,0,False,345.59
42.23099,1,-23.33904,-2.384061,21.38137,0.5,-19.05382,-1.732315E-28,0,1.811643E-22,0,0.2,0,False,345.6
42.19454,1,-23.37326,-2.387801,21.38137,0.5,-19.05382,-1.724222E-28,0,1.80219E-22,0,0.2,0,False,345.61
42.15797,1,-23.40736,-2.391073,21.38137,0.5,-19.05382,-1.716177E-28,0,1.792813E-22,0,0.2,0,False,345.62
42.1213,1,-23.44135,-2.394014,21.38137,0.5,-19.05382,-1.708101E-28,0,1.783253E-22,0,0.2,0,False,345.63
42.08455,1,-23.47525,-2.396723,21.38137,0.5,-19.05382,-1.700157E-28,0,1.774027E-22,0,0.2,0,False,345.64
42.0477,1,-23.50905,-2.399269,21.38137,0.5,-19.05382,-1.692184E-28,0,1.764617E-22,0,0.2,0,False,345.65
42.01077,1,-23.54276,-2.401702,21.38137,0.5,-19.05382,-1.684329E-28,0,1.755541E-22,0,0.2,0,False,345.66
41.97377,1,-23.57638,-2.404056,21.38137,0.5,-19.05382,-1.676451E-28,0,1.746279E-22,0,0.2,0,False,345.67
41.93668,1,-23.60992,-2.406358,21.38137,0.5,-19.05382,-1.668685E-28,0,1.737349E-22,0,0.2,0,False,345.68
41.89952,1,-23.64337,-2.408624,21.38137,0.5,-19.05382,-1.660902E-28,0,1.728232E-22,0,0.2,0,False,345.69
41.86229,1,-23.67674,-2.410868,21.38137,0.5,-19.05382,-1.653163E-28,0,1.719189E-22,0,0.2,0,False,345.7
41.82498,1,-23.71003,-2.413099,21.38137,0.5,-19.05382,-1.64547E-28,0,1.710217E-22,0,0.2,0,False,345.71
41.7876,1,-23.74324,-2.415323,21.38137,0.5,-19.05382,-1.637821E-28,0,1.701318E-22,0,0.2,0,False,345.72
41.75014,1,-23.77636,-2.417545,21.38137,0.5,-19.05382,-1.630181E-28,0,1.69236E-22,0,0.2,0,False,345.73
41.71261,1,-23.80939,-2.419768,21.38137,0.5,-19.05382,-1.622623E-28,0,1.683603E-22,0,0.2,0,False,345.74
41.67501,1,-23.84235,-2.421994,21.38137,0.5,-19.05382,-1.615069E-28,0,1.674787E-22,0,0.2,0,False,345.75
41.63733,1,-23.87522,-2.424225,21.38137,0.5,-19.05382,-1.607599E-28,0,1.666171E-22,0,0.2,0,False,345.76
41.59958,1,-23.908,-2.426463,21.38137,0.5,-19.05382,-1.600138E-28,0,1.657495E-22,0,0.2,0,False,345.77
41.56176,1,-23.9407,-2.428709,21.38137,0.5,-19.05382,-1.592715E-28,0,1.648888E-22,0,0.2,0,False,345.78
41.52386,1,-23.97332,-2.430962,21.38137,0.5,-19.05382,-1.585334E-28,0,1.640349E-22,0,0.2,0,False,345.79
41.48589,1,-24.00585,-2.433224,21.38137,0.5,-19.05382,-1.578002E-28,0,1.631879E-22,0,0.2,0,False,345.8
41.44784,1,-24.03829,-2.435495,21.38137,0.5,-19.05382,-1.570709E-28,0,1.623477E-22,0,0.2,0,False,345.81
41.40972,1,-24.07065,-2.437775,21.38137,0.5,-19.05382,-1.563421E-28,0,1.615013E-22,0,0.2,0,False,345.82
41.37153,1,-24.10292,-2.440065,21.38137,0.5,-19.05382,-1.556216E-28,0,1.606746E-22,0,0.2,0,False,345.83
41.33326,1,-24.1351,-2.442364,21.38137,0.5,-19.05382,-1.549007E-28,0,1.598415E-22,0,0.2,0,False,345.84
41.29492,1,-24.16719,-2.444674,21.38137,0.5,-19.05382,-1.541847E-28,0,1.590152E-22,0,0.2,0,False,345.85
41.25651,1,-24.1992,-2.446994,21.38137,0.5,-19.05382,-1.534728E-28,0,1.581954E-22,0,0.2,0,False,345.86
41.21802,1,-24.23111,-2.449325,21.38137,0.5,-19.05382,-1.527653E-28,0,1.573822E-22,0,0.2,0,False,345.87
41.17945,1,-24.26293,-2.451666,21.38137,0.5,-19.05382,-1.52061E-28,0,1.565755E-22,0,0.2,0,False,345.88
41.14082,1,-24.29467,-2.454019,21.38137,0.5,-19.05382,-1.513602E-28,0,1.557753E-22,0,0.2,0,False,345.89
41.1021,1,-24.32631,-2.456383,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,345.9
41.06331,1,-24.35786,-2.458757,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,345.91
41.02445,1,-24.38931,-2.461144,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,345.92
40.98551,1,-24.42068,-2.463542,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,345.93
40.94649,1,-24.45195,-2.465953,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,345.94
40.9074,1,-24.48312,-2.468376,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,345.95
40.86824,1,-24.5142,-2.470811,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,345.96
40.82899,1,-24.54519,-2.47326,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,345.97
40.78968,1,-24.57608,-2.475722,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,345.98
40.75028,1,-24.60687,-2.478197,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,345.99
40.71081,1,-24.63756,-2.480686,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346
40.67126,1,-24.66815,-2.483189,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.01
40.63164,1,-24.69864,-2.485707,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.02
40.59193,1,-24.72903,-2.48824,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.03
40.55215,1,-24.75933,-2.490788,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.04
40.5123,1,-24.78951,-2.493352,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.05
40.47236,1,-24.8196,-2.495933,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.06
40.43235,1,-24.84958,-2.49853,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.07
40.39226,1,-24.87946,-2.501144,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.08
40.35209,1,-24.90923,-2.503776,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.09
40.31184,1,-24.9389,-2.506426,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.1
40.27151,1,-24.96846,-2.509095,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.11
40.23111,1,-24.99791,-2.511784,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.12
40.19062,1,-25.02725,-2.514493,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.13
40.15005,1,-25.05648,-2.517222,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.14
40.10941,1,-25.08559,-2.519973,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.15
40.06868,1,-25.1146,-2.522747,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.16
40.02787,1,-25.14349,-2.525543,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.17
39.98698,1,-25.17227,-2.528363,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.18
39.94601,1,-25.20093,-2.531208,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.19
39.90496,1,-25.22947,-2.534078,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.2
39.86382,1,-25.25789,-2.536975,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.21
39.82261,1,-25.28619,-2.539899,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.22
39.7813,1,-25.31437,-2.542852,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.23
39.73992,1,-25.34243,-2.545835,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.24
39.69845,1,-25.37036,-2.548848,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.25
39.65689,1,-25.39817,-2.551893,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.26
39.61525,1,-25.42584,-2.554972,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.27
39.57352,1,-25.45339,-2.558085,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.28
39.53171,1,-25.48081,-2.561234,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.29
39.48981,1,-25.50809,-2.564421,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.3
39.44782,1,-25.53524,-2.567647,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.31
39.40575,1,-25.56225,-2.570913,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.32
39.36358,1,-25.58912,-2.574221,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.33
39.32132,1,-25.61585,-2.577573,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.34
39.27898,1,-25.64244,-2.580971,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.35
39.23654,1,-25.66887,-2.584416,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.36
39.19401,1,-25.69517,-2.587912,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.37
39.15139,1,-25.72131,-2.591459,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.38
39.10867,1,-25.74729,-2.595059,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.39
39.06586,1,-25.77312,-2.598716,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.4
39.02295,1,-25.79879,-2.602431,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.41
38.97995,1,-25.8243,-2.606206,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.42
38.93684,1,-25.84964,-2.610045,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.43
38.89364,1,-25.87482,-2.61395,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.44
38.85034,1,-25.89982,-2.617923,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.45
38.80694,1,-25.92465,-2.621967,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.46
38.76344,1,-25.9493,-2.626086,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.47
38.71983,1,-25.97376,-2.630281,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.48
38.67612,1,-25.99804,-2.634556,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.49
38.63231,1,-26.02213,-2.638914,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.5
38.58839,1,-26.04602,-2.643359,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.51
38.54436,1,-26.06972,-2.647894,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.52
38.50022,1,-26.09321,-2.652521,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.53
38.45597,1,-26.11649,-2.657244,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.54
38.41161,1,-26.13956,-2.662068,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.55
38.36713,1,-26.16241,-2.666994,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.56
38.32254,1,-26.18503,-2.672028,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.57
38.27784,1,-26.20743,-2.677171,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.58
38.23301,1,-26.22959,-2.682428,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.59
38.18807,1,-26.25151,-2.687803,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.6
38.14301,1,-26.27318,-2.693299,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.61
38.09783,1,-26.2946,-2.69892,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.62
38.05253,1,-26.31575,-2.704667,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.63
38.0071,1,-26.33665,-2.710547,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.64
37.96155,1,-26.35726,-2.716562,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.65
37.91587,1,-26.3776,-2.722713,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.66
37.87007,1,-26.39765,-2.729007,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.67
37.82414,1,-26.4174,-2.735444,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.68
37.77808,1,-26.43685,-2.742026,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.69
37.73188,1,-26.45599,-2.748759,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.7
37.68556,1,-26.47481,-2.755642,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.71
37.63911,1,-26.49331,-2.762678,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.72
37.59253,1,-26.51147,-2.769869,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.73
37.54581,1,-26.52929,-2.777217,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.74
37.49896,1,-26.54676,-2.784723,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.75
37.45198,1,-26.56386,-2.792386,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.76
37.40486,1,-26.5806,-2.800204,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.77
37.35762,1,-26.59697,-2.808181,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.78
37.31024,1,-26.61294,-2.816312,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.79
37.26273,1,-26.62853,-2.824598,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.8
37.21509,1,-26.64371,-2.833035,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.81
37.16732,1,-26.65849,-2.841622,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.82
37.11943,1,-26.67284,-2.850355,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.83
37.07141,1,-26.68678,-2.859231,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.84
37.02327,1,-26.70027,-2.868247,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.85
36.975,1,-26.71333,-2.877395,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.86
36.92662,1,-26.72594,-2.886669,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.87
36.87812,1,-26.73809,-2.896062,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.88
36.8295,1,-26.74978,-2.905569,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.89
36.78078,1,-26.76101,-2.915184,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.9
36.73195,1,-26.77176,-2.924896,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.91
36.68301,1,-26.78203,-2.934694,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.92
36.63398,1,-26.79182,-2.944571,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.93
36.58485,1,-26.80112,-2.954516,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.94
36.53563,1,-26.80992,-2.964526,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.95
36.48632,1,-26.81824,-2.97458,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.96
36.43694,1,-26.82605,-2.984672,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.97
36.38748,1,-26.83336,-2.994792,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.98
36.33794,1,-26.84018,-3.004925,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,346.99
36.28835,1,-26.84649,-3.015059,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347
36.23869,1,-26.85229,-3.025183,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.01
36.18897,1,-26.8576,-3.035288,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.02
36.1392,1,-26.8624,-3.045356,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.03
36.08938,1,-26.86671,-3.055382,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.04
36.03953,1,-26.87052,-3.065352,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.05
35.98964,1,-26.87383,-3.075256,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.06
35.93972,1,-26.87666,-3.08508,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.07
35.88977,1,-26.87899,-3.09482,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.08
35.83981,1,-26.88085,-3.104456,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.09
35.78983,1,-26.88223,-3.113986,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.1
35.73984,1,-26.88314,-3.123404,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.11
35.68984,1,-26.88358,-3.132695,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.12
35.63984,1,-26.88357,3.141331,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.13
35.58984,1,-26.88311,3.132315,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.14
35.53985,1,-26.8822,3.123442,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.15
35.48987,1,-26.88086,3.114721,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.16
35.4399,1,-26.87909,3.106157,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.17
35.38995,1,-26.87689,3.09775,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.18
35.34002,1,-26.87429,3.08951,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.19
35.29011,1,-26.87128,3.081438,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.2
35.24022,1,-26.86788,3.073532,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.21
35.19036,1,-26.8641,3.065797,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.22
35.14054,1,-26.85993,3.058234,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.23
35.09074,1,-26.8554,3.050841,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.24
35.04099,1,-26.85051,3.043621,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.25
34.99126,1,-26.84527,3.036572,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.26
34.94157,1,-26.83969,3.029694,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.27
34.89193,1,-26.83377,3.022983,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.28
34.84232,1,-26.82753,3.016435,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.29
34.79275,1,-26.82097,3.010053,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.3
34.74322,1,-26.81411,3.003827,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.31
34.69374,1,-26.80694,2.997758,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.32
34.64429,1,-26.79948,2.991843,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.33
34.5949,1,-26.79173,2.986076,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.34
34.54555,1,-26.78371,2.980451,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.35
34.49624,1,-26.77542,2.97497,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.36
34.44698,1,-26.76686,2.969623,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.37
34.39776,1,-26.75805,2.964408,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.38
34.34859,1,-26.74899,2.959318,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.39
34.29946,1,-26.73968,2.954349,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.4
34.25038,1,-26.73013,2.949497,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.41
34.20135,1,-26.72035,2.944751,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.42
34.15236,1,-26.71035,2.940112,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.43
34.10342,1,-26.70012,2.935575,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.44
34.05452,1,-26.68967,2.93113,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.45
34.00567,1,-26.67901,2.926773,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.46
33.95686,1,-26.66815,2.922496,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.47
33.9081,1,-26.65707,2.918296,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.48
33.85939,1,-26.6458,2.914165,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.49
33.81072,1,-26.63433,2.910096,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.5
33.7621,1,-26.62266,2.906081,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.51
33.71353,1,-26.6108,2.902117,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.52
33.665,1,-26.59875,2.898191,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.53
33.61653,1,-26.58651,2.894297,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.54
33.5681,1,-26.57409,2.890425,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.55
33.51971,1,-26.56147,2.886562,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.56
33.47138,1,-26.54867,2.8827,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.57
33.4231,1,-26.53568,2.878824,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.58
33.37487,1,-26.52251,2.874918,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.59
33.32669,1,-26.50914,2.870964,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.6
33.27856,1,-26.49558,2.86694,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.61
33.23049,1,-26.48182,2.86282,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.62
33.18248,1,-26.46786,2.858576,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.63
33.13453,1,-26.45369,2.854167,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.64
33.08665,1,-26.43929,2.84954,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.65
33.03884,1,-26.42466,2.844629,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.66
32.99111,1,-26.40977,2.839345,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.67
32.94346,1,-26.39462,2.83357,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.68
32.89592,1,-26.37915,2.827136,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.69
32.84769,1,-26.36594,2.874282,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.7
32.79965,1,-26.35208,2.860528,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.71
32.75175,1,-26.33772,2.850495,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.72
32.704,1,-26.32291,2.840777,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.73
32.65639,1,-26.30763,2.830967,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.74
32.60895,1,-26.29185,2.820534,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.75
32.56081,1,-26.27833,2.867863,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.76
32.51291,1,-26.264,2.850929,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.77
32.4652,1,-26.24905,2.837857,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.78
32.41769,1,-26.23347,2.824747,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.79
32.36948,1,-26.22018,2.872571,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.8
32.32157,1,-26.20589,2.851725,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.81
32.27389,1,-26.19083,2.835746,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.82
32.22646,1,-26.17502,2.819881,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.83
32.17831,1,-26.16153,2.868279,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.84
32.13049,1,-26.14692,2.845184,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.85
32.08295,1,-26.13144,2.826878,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.86
32.0357,1,-26.11508,2.808115,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.87
31.9877,1,-26.10108,2.857787,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.88
31.94006,1,-26.08591,2.833323,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.89
31.89274,1,-26.06975,2.812583,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.9
31.84467,1,-26.05599,2.862841,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.91
31.797,1,-26.04091,2.835236,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.92
31.74969,1,-26.02474,2.81222,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.93
31.70161,1,-26.01101,2.863452,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.94
31.65396,1,-25.99584,2.833266,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.95
31.60672,1,-25.97947,2.807947,21.38137,0.5,-19.05382,0,0,0,0,0.2,0,False,347.96
