kg,ko
38.532109606508634,181.76175655154907
36.65474737165655,171.71583800514128
42.32502716239908,201.00505077332656
44.93415516273484,199.46790916950226
37.885444035147934,181.7329574590117
35.40974675429834,200.8784842859485
33.70036532282574,159.09592870023323
35.83003736649528,164.87632563140673
41.16762144291827,215.03208966277862
40.01083159383999,191.33762746723949
