kg,ko
46.23699144592558,153.08133143549213
47.86229321955904,152.32247928223472
52.72708090309169,169.52271518597587
59.999999999982265,150.0000000000021
59.82751707166057,198.3283399866754
58.98914355990989,187.16072469083332
49.80319557649319,168.4039563644138
44.47877121802577,171.27089563197944
47.091866443770286,150.40605618751212
39.7847519843752,150.0000000000881
